id,employeeNumber,Center/Location,jobTitle,attendanceDate,shiftStartTime,shiftEndTime,firstInOfTheDay,lastOutOfTheDay,dayType,shiftDuration,shiftEffectiveDuration,totalGrossHours,totalEffectiveHours,totalBreakDuration,totalEffectiveOvertimeDuration,totalGrossOvertimeDuration
12654f5c-95ec-410f-a6b1-05760ec92e7c,NP04922,48-PB-LDH-SHP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T09:30:00Z,,,2,8.0,7.5,0.0,0.0,0.0,0.0,0.0
1b36ee7b-65de-4aae-883d-7aa5aac997bd,NP04923,48-PB-LDH-SHP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T14:30:00Z,2025-09-17 06:27:02,2025-09-17 14:33:34,0,8.0,7.5,8.11,8.11,0.0,0.61,0.11
994557a9-41d9-47fe-bf61-2aefeb91dc09,NP0500,96-AP-NRP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:57:31,2025-09-17 11:53:07,0,9.0,9.0,6.93,6.93,0.0,0.0,0.0
0d12b993-de15-446b-b175-84c12cc03a9f,NP06018,130-WB-BNK-JRD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
6d45946c-0e76-4ca4-a1d5-8ca0bd0a2ced,NP0602,91-MH-PUN-BBW-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 05:16:32,2025-09-17 15:33:46,0,9.0,8.5,10.29,10.29,0.0,1.79,1.29
b7a985fc-192d-456e-910f-b421fc4a7689,NP06728,137-AP-SRK-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T15:30:00Z,2025-09-17 06:25:24,2025-09-17 15:20:20,0,9.0,8.5,8.92,8.92,0.0,0.42,0.0
09e41a86-79c0-4611-be22-027dd052120a,NP06878,222-WB-HGY-HDM-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 01:01:17,2025-09-17 09:56:11,0,9.0,8.5,8.91,8.91,0.0,0.41,0.0
7ce052d9-f646-4a45-997e-039cd109bfa3,NP06880,388-JH-RNC-IPC-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 01:20:00,2025-09-17 10:22:27,0,9.0,8.5,9.04,9.04,0.0,0.54,0.04
c183d1ba-bf6b-4dd3-8649-44007ba2acd2,NP07319,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T14:30:00Z,2025-09-18T02:30:00Z,2025-09-17 14:40:36,2025-09-18 02:41:06,0,12.0,11.5,12.01,12.01,0.0,0.51,0.01
801459cd-6b97-418d-be8d-c154a2bdf85b,NP07390,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T03:30:00Z,2025-09-17T11:30:00Z,2025-09-17 11:35:01,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
a35b311a-43f4-4211-97ef-519fe8b97b09,NP07771,74-JH-JSP-BRD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T10:30:00Z,2025-09-17 01:50:59,2025-09-17 10:41:35,0,9.0,8.5,8.84,8.84,0.0,0.34,0.0
c83e5faa-b1c2-48a0-b464-68f7f88ee09b,NP07773,229-JH-JSP-NBD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T15:30:00Z,2025-09-17 00:54:02,2025-09-17 09:02:29,0,8.0,7.5,8.14,8.14,0.0,0.64,0.14
01f00c87-e11f-4f41-a217-6b92a3bf53d2,NP08616,87-JH-DBD-BSP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 00:51:25,2025-09-17 09:47:34,0,9.0,9.0,8.94,8.94,0.0,0.0,0.0
477a7df6-d7d7-48a4-a92d-58a9ba20024a,NP08819,81-AP-MCP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
f8888a86-947f-4ce3-a75c-6f3c2089d15a,NP08928,90-AP-RJY-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:33:49,2025-09-17 15:05:44,0,9.0,9.0,9.53,9.53,0.0,0.53,0.53
15e1bd49-4f96-47fe-8c9d-9a2b426de985,NP0934,101-KA-BLR-RJJ-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T15:30:00Z,2025-09-17 07:21:19,2025-09-17 15:30:23,0,8.0,7.5,8.15,8.15,0.0,0.65,0.15
10a9d012-2d59-4e83-b429-f5d0a7c90b48,NP09813,88-AP-SKH-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 00:41:36,2025-09-17 09:47:31,0,9.0,9.0,9.1,9.1,0.0,0.1,0.1
9bf8dfb6-a18a-4c0e-bb59-9f9ca1cbc80d,NP09918,85-AP-TNL-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
99c01130-bd24-4dfe-a2a2-4e019ef3d859,NP09919,89-AP-TPD-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
16012ac6-ee2b-4e40-b487-772c98bbe45e,NP10019,161-TN-CHE-KPK2-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T12:30:00Z,2025-09-17 05:04:24,2025-09-17 13:01:48,0,8.0,7.5,7.96,7.96,0.0,0.46,0.0
dc2b574b-0831-4495-9d71-c057ffc295a1,NP10027,120-AP-VZG-PPP2-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 07:43:30,2025-09-17 15:45:03,0,9.0,9.0,8.03,8.03,0.0,0.0,0.0
25c1cb91-76ac-4ffc-b184-c01672b82ea4,NP1003,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:48:48,2025-09-17 10:30:34,0,9.0,9.0,6.7,6.7,0.0,0.0,0.0
40298f33-2c5e-4462-8aae-f51470bcc50a,NP10085,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T16:30:00Z,2025-09-17 07:33:24,2025-09-17 16:34:32,0,9.0,8.5,9.02,9.02,0.0,0.52,0.02
e4f37ac5-27c5-4a40-8b37-a72d5fc31739,NP10133,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:54:58,2025-09-17 11:19:38,0,9.0,9.0,9.22,6.28,2.94,0.0,0.22
d7c661fa-4e9c-4472-afba-91664513995a,NP10134,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:29:14,2025-09-17 16:05:03,0,9.0,9.0,10.6,10.6,0.0,1.6,1.6
3ca7c8a8-8906-4548-a5a3-fc53ff681a1a,NP10144,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 08:37:15,2025-09-17 16:05:09,0,9.0,9.0,7.46,7.46,0.0,0.0,0.0
4d02b619-c384-4137-b7a0-1a4065c73428,NP10154,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:09:59,2025-09-17 11:40:49,0,9.0,9.0,6.51,3.77,2.74,0.0,0.0
d9b07542-0819-4685-a5d9-956d6885c6a9,NP10165,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:35:25,2025-09-17 13:11:31,0,9.0,9.0,8.6,6.79,1.81,0.0,0.0
24d76785-faab-456f-b5a4-2a91a6fbd4a3,NP1017,9-KA-BLR-BVN-S,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T12:30:00Z,2025-09-17 00:50:46,2025-09-17 09:01:21,0,8.0,7.5,8.18,8.18,0.0,0.68,0.18
624511b7-bbc4-4024-80df-bbfb49e24624,NP10196,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
485bf263-b24f-44a5-9c3a-e79b960d39f6,NP10212,127-AP-VJW-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 01:12:31,2025-09-17 10:40:55,0,9.0,9.0,9.47,9.47,0.0,0.47,0.47
44706c5d-a02c-4b3e-9f32-ec4802501058,NP10220,137-AP-SRK-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T15:30:00Z,2025-09-17 05:55:44,2025-09-17 14:57:03,0,9.0,8.5,9.02,9.02,0.0,0.52,0.02
44486d7d-b21e-48ad-8341-6f15be09977f,NP10286,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 08:36:45,2025-09-17 17:37:35,0,9.0,8.5,9.01,9.01,0.0,0.51,0.01
3deedec6-5512-429f-b4b2-28bda90c0243,NP1029,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 02:37:11,2025-09-17 11:48:17,0,9.0,9.0,9.18,9.09,0.09,0.09,0.18
69398855-556c-460d-b018-1e6804245bb4,NP10298,122-AP-SMP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 06:24:30,2025-09-17 15:15:10,0,9.0,8.5,8.84,8.84,0.0,0.34,0.0
361d9b3d-ca22-4ea9-9cb7-e2b31759d1fb,NP10305,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 00:26:08,2025-09-17 09:33:23,0,9.0,8.5,9.12,9.12,0.0,0.62,0.12
ed34ca96-7427-4770-85e4-db7de64f5122,NP10307,122-AP-SMP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T05:30:00Z,2025-09-17T14:30:00Z,2025-09-17 00:10:26,2025-09-17 09:21:56,0,9.0,8.5,9.19,9.19,0.0,0.69,0.19
32a7edb3-1d80-4fae-ae0a-c0a82fd655f9,NP10311,39-AP-TPT-KLG-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:20:50,2025-09-17 14:34:20,0,9.0,9.0,9.22,9.22,0.0,0.22,0.22
eaa6a93e-145d-4c66-a0bd-a032b607c0d4,NP10328,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:52:22,2025-09-17 13:10:08,0,9.0,9.0,9.3,9.3,0.0,0.3,0.3
0b03ab52-b69a-4f4d-af41-87f9d31373c2,NP10330,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
c00c7ce9-f5f3-4d5e-a285-023dceed3d5b,NP10331,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
9180369d-fba1-44f5-b382-d608286983c4,NP10337,147-TS-HYD-SLP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
0bb41251-d60a-40ff-ae2e-9d1fba245892,NP10346,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
6a685f3b-92cc-4434-ba18-5ad9e656f41b,NP10348,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 00:31:29,2025-09-17 09:32:17,0,9.0,8.5,9.01,9.01,0.0,0.51,0.01
2a70eebd-07f9-40ae-b5f4-83422b730fed,NP10350,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T16:30:00Z,2025-09-17 07:19:01,2025-09-17 16:20:00,0,9.0,8.5,9.02,9.02,0.0,0.52,0.02
85dbdf24-1033-4acb-9c46-eafb32888e08,NP10351,542-WB-HRH-ULB-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
9ffbc4bf-1aec-4c54-a1a1-f8407534abbd,NP10364,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 04:34:20,2025-09-17 13:43:15,0,9.0,8.5,9.15,9.15,0.0,0.65,0.15
99e66e45-265d-43e8-b6bf-33adb5ceb2bc,NP10424,95-AP-HUP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 06:22:25,2025-09-17 15:24:57,0,9.0,9.0,9.04,9.04,0.0,0.04,0.04
7b6cd25c-48d8-4347-9351-8a2d0f6efad3,NP10468,158-WB-BDL-LBM-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T05:30:00Z,2025-09-17T14:30:00Z,2025-09-17 05:27:40,2025-09-17 14:32:28,0,9.0,8.5,9.08,9.08,0.0,0.58,0.08
e255417a-94dd-4fc2-bdfc-aa52c0fecddb,NP10498,99-AP-PDT-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T12:00:00Z,2025-09-17 03:40:22,2025-09-17 13:48:53,0,8.0,7.5,10.14,10.14,0.0,2.64,2.14
0e033681-b7ae-4012-b148-f81f577037a6,NP10604,161-TN-CHE-KPK2-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T09:30:00Z,2025-09-17 02:24:11,2025-09-17 10:32:22,0,8.0,7.5,8.14,8.14,0.0,0.64,0.14
b2cee1f6-2a6a-4584-8e82-b368b6600f27,NP10605,184-PY-MLP-SLN-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T09:30:00Z,2025-09-17 03:29:47,2025-09-17 11:27:36,0,8.0,7.5,7.96,7.96,0.0,0.46,0.0
63d532ad-b619-49dd-9a5f-e663e2f4fbcd,NP10649,241-JH-JSP-YKC-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
9d8ae5a5-9098-4a8c-aae8-66dc8079f954,NP10670,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 06:39:30,2025-09-17 13:32:56,0,9.0,9.0,6.89,6.89,0.0,0.0,0.0
28a1963c-8071-40b4-bfc9-6b0bf4f3ea31,NP10680,26-UP-LCK-ALB-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:00:00,2025-09-17 13:00:00,0,9.0,9.0,9.0,9.0,0.0,0.0,0.0
86b07313-6720-41f6-b229-29cb163762f4,NP10683,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T08:30:00Z,2025-09-17T14:30:00Z,2025-09-17 02:30:11,2025-09-17 02:35:09,0,6.0,5.5,6.17,0.08,6.09,0.0,0.17
9c0230fe-b266-4b0e-b640-13703f56ffe2,NP10684,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T08:30:00Z,2025-09-17T14:30:00Z,2025-09-17 08:34:44,2025-09-17 14:41:33,0,6.0,5.5,6.11,6.11,0.0,0.61,0.11
d2720c26-815c-4546-9a70-e1a6c9557376,NP1072,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:35:20,2025-09-17 14:06:28,0,9.0,9.0,9.52,7.07,2.45,0.0,0.52
46a4486b-f20d-4bf6-a9c6-827dc2bff4ee,NP10747,54-TN-CMB-GPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T02:30:00Z,2025-09-17T10:30:00Z,2025-09-17 02:33:13,2025-09-17 11:07:20,0,8.0,7.5,8.57,8.57,0.0,1.07,0.57
fbfa0eaa-97cd-4e40-aae5-61223b445b0e,NP10749,542-WB-HRH-ULB-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 06:53:46,2025-09-17 06:59:34,0,9.0,9.0,9.06,0.1,8.96,0.0,0.06
b570558c-b350-4d7a-8e1f-9cfb98716e38,NP10760,89-AP-TPD-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:30:22,2025-09-17 13:34:39,0,9.0,9.0,9.07,9.07,0.0,0.07,0.07
e9737838-1a74-4b2c-8bf8-1b434dcbb3ad,NP10764,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
1304978a-b741-412b-b5d9-dd77ab7aebbd,NP10773,18-MH-PUN-SGV-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T08:30:00Z,2025-09-17T16:30:00Z,,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
7c42d764-ef7e-45b7-a651-0686494be5d7,NP10792,123-BH-MTH-BYP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:55:17,2025-09-17 15:36:01,0,9.0,9.0,11.68,11.68,0.0,2.68,2.68
ef2dea7a-1f36-4762-838f-774e32ca795e,NP1080,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:51:29,2025-09-17 13:12:14,0,9.0,9.0,8.35,8.06,0.29,0.0,0.0
d4ff281d-d53c-45cb-bab8-c351266226e9,NP1081,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:16:21,2025-09-17 14:06:52,0,9.0,9.0,8.84,8.78,0.06,0.0,0.0
5085c89c-bb3a-4de4-87a8-0783fa018713,NP10815,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T16:30:00Z,2025-09-17 07:08:23,2025-09-17 16:02:45,0,9.0,8.5,8.91,8.91,0.0,0.41,0.0
00b85f25-19f5-49bd-8008-92bd138a7ee4,NP10834,89-AP-TPD-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 00:41:35,2025-09-17 10:08:57,0,9.0,9.0,9.46,9.46,0.0,0.46,0.46
784c6186-6eb4-4e10-9484-815f60df169c,NP10840,173-AP-ONG-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:04:59,2025-09-17 13:02:06,0,9.0,9.0,8.95,7.72,1.23,0.0,0.0
3b6c2f61-0143-406d-a15b-79c1e03daeb3,NP10842,232-AP-ONG-ACE-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T05:30:00Z,2025-09-17T14:30:00Z,2025-09-17 04:32:58,2025-09-17 13:44:44,0,9.0,8.5,9.2,9.2,0.0,0.7,0.2
e08bcc9b-241e-49d1-9f25-3e8d4d54ff8c,NP10844,199-WB-SLG-SMR-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
3970b756-52d6-4f3d-bf2d-13a2f908ffce,NP10882,158-WB-BDL-LBM-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T10:30:00Z,,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
e214d61e-35d4-4496-9e1d-b54a35b715b4,NP10899,16-DL-MAX-PPG-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T02:30:00Z,2025-09-17T08:30:00Z,,,0,6.0,5.5,0.0,0.0,0.0,0.0,0.0
a3186146-41c7-43e6-9659-51421d53f5f6,NP10914,96-AP-NRP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:16:56,2025-09-17 12:27:14,0,9.0,9.0,9.17,9.17,0.0,0.17,0.17
b4a67b6b-98f8-4e28-8c18-22902856017b,NP10947,157-WB-EMD-TML-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T16:30:00Z,2025-09-17 08:31:41,2025-09-17 17:37:34,0,9.0,8.5,9.1,9.1,0.0,0.6,0.1
767dd27e-855a-4e9e-932a-2fae5b716659,NP10953,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
60e1ea25-8adc-4404-8c04-c323fc6330c5,NP10971,200-AP-KVT-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 04:17:14,2025-09-17 13:25:52,0,9.0,8.5,9.14,9.14,0.0,0.64,0.14
fd0cb337-c328-45e7-9f9b-a3240afd4e62,NP10975,97-AP-CHR-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:41:35,2025-09-17 11:58:37,0,9.0,9.0,8.28,8.28,0.0,0.0,0.0
fe4733f6-cd2e-42a1-be5d-e2b324025cd9,NP10977,89-AP-TPD-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
95b41808-3e37-4fe6-8f2a-7b4f1fa2fe4f,NP10984,48-PB-LDH-SHP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T09:30:00Z,2025-09-17 01:11:18,2025-09-17 09:31:19,0,8.0,7.5,8.33,8.33,0.0,0.83,0.33
140aa247-f885-45bc-a1ac-3e3853e38199,NP10985,175-UP-SHP-BJR-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T15:30:00Z,2025-09-17 06:23:31,2025-09-17 15:22:01,0,9.0,8.5,8.98,8.98,0.0,0.48,0.0
b51a9476-bb88-4f58-9930-d0539878f22c,NP10988,401-KA-KRP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 00:31:58,2025-09-17 09:35:00,0,9.0,8.5,9.05,9.05,0.0,0.55,0.05
