id,employeeNumber,Center/Location,jobTitle,attendanceDate,shiftStartTime,shiftEndTime,firstInOfTheDay,lastOutOfTheDay,dayType,shiftDuration,shiftEffectiveDuration,totalGrossHours,totalEffectiveHours,totalBreakDuration,totalEffectiveOvertimeDuration,totalGrossOvertimeDuration
4ba5f58d-a8ce-4016-9510-b7bdf7be33c0,NP04923,48-PB-LDH-SHP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T14:30:00Z,2025-09-17 06:27:02,2025-09-17 14:33:34,0,8.0,7.5,8.11,8.11,0.0,0.61,0.11
5129a89b-a431-4a1d-9bbb-ddfc2220162e,NP04923,48-PB-LDH-SHP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T06:30:00Z,2025-09-18T14:30:00Z,,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
2c9779ae-f3ed-479c-ac5b-5a7e1d11e3b0,NP0500,96-AP-NRP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:57:31,2025-09-17 11:53:07,0,9.0,9.0,6.93,6.93,0.0,0.0,0.0
652f13ca-d783-46a0-8ad2-bd718e1c7672,NP0500,96-AP-NRP-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 04:48:13,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
cde0fc7a-d5b9-4dd7-8efa-c8802ca0d77f,NP06018,130-WB-BNK-JRD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
03688076-23a0-4b95-9c4e-0ab2bcd867c9,NP06018,130-WB-BNK-JRD-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
26b1a6f2-8e63-4c8b-ba13-5770870c314f,NP0602,91-MH-PUN-BBW-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 05:16:32,2025-09-17 15:33:46,0,9.0,8.5,10.29,10.29,0.0,1.79,1.29
760a294b-a50f-4467-b681-76033713dae6,NP0602,91-MH-PUN-BBW-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:30:00Z,2025-09-18T13:30:00Z,2025-09-18 04:43:33,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
2eaa2922-2f2a-4bfe-99f3-001fc07c4649,NP06728,137-AP-SRK-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T15:30:00Z,2025-09-17 06:25:24,2025-09-17 15:20:20,0,9.0,8.5,8.92,8.92,0.0,0.42,0.0
72806762-86e7-4d9d-ae28-2e3f589f2d64,NP06728,137-AP-SRK-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T06:30:00Z,2025-09-18T15:30:00Z,2025-09-18 03:50:31,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
9b24e536-e1b3-4475-a58a-f700ffe33146,NP06878,222-WB-HGY-HDM-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 01:01:17,2025-09-17 09:56:11,0,9.0,8.5,8.91,8.91,0.0,0.41,0.0
08cc5fd7-f725-44e6-b8a2-90a4f3fc2863,NP06878,222-WB-HGY-HDM-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 04:20:10,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
94eb0bcc-2e40-438f-b867-dcad395e6969,NP06880,388-JH-RNC-IPC-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T13:30:00Z,2025-09-17 01:20:00,2025-09-17 10:22:27,0,9.0,8.5,9.04,9.04,0.0,0.54,0.04
b47b54a1-2655-4796-b5ad-7cbe8910eda0,NP06880,388-JH-RNC-IPC-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:30:00Z,2025-09-18T13:30:00Z,2025-09-18 00:44:11,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
f296ca6b-7bf0-426b-951d-ac7183758429,NP07319,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T14:30:00Z,2025-09-18T02:30:00Z,2025-09-17 14:40:36,2025-09-18 02:41:06,0,12.0,11.5,12.01,12.01,0.0,0.51,0.01
3a3622f3-6600-4e58-9723-4a25dc867456,NP07319,68-UP-GZB-VSH-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T14:30:00Z,2025-09-19T02:30:00Z,,,0,12.0,11.5,0.0,0.0,0.0,0.0,0.0
a0b08b1a-0f75-4254-9f30-ff612d93d4d5,NP07390,68-UP-GZB-VSH-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T03:30:00Z,2025-09-17T11:30:00Z,2025-09-17 11:35:01,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
58491cb8-ad80-4923-b317-ba3ae35ef0b8,NP07390,68-UP-GZB-VSH-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T03:30:00Z,2025-09-18T11:30:00Z,2025-09-18 03:40:30,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
b8a7257f-6432-42e8-b432-f3ca38a61e9c,NP07771,74-JH-JSP-BRD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T01:30:00Z,2025-09-17T10:30:00Z,2025-09-17 01:50:59,2025-09-17 10:41:35,0,9.0,8.5,8.84,8.84,0.0,0.34,0.0
7c941285-4d4a-4911-b1c4-19fd60a31fab,NP07771,74-JH-JSP-BRD-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T01:30:00Z,2025-09-18T10:30:00Z,2025-09-18 01:33:57,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
6616f5c5-ef1a-479b-b588-2f72903d7fba,NP07773,229-JH-JSP-NBD-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T15:30:00Z,2025-09-17 00:54:02,2025-09-17 09:02:29,0,8.0,7.5,8.14,8.14,0.0,0.64,0.14
2048227d-c458-4d5b-aff8-85630c212613,NP07773,229-JH-JSP-NBD-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T07:30:00Z,2025-09-18T15:30:00Z,2025-09-18 00:39:04,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
409be378-eb32-43eb-927c-4b53bdb566de,NP08616,87-JH-DBD-BSP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 00:51:25,2025-09-17 09:47:34,0,9.0,9.0,8.94,8.94,0.0,0.0,0.0
d0a6d476-668a-470b-a97a-ce1ee3db26fe,NP08616,87-JH-DBD-BSP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 00:47:54,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
5595ff5b-063c-4648-b2d8-f61d91352f01,NP08819,81-AP-MCP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
0ee584e8-d04a-4669-8258-7a53a53b0d0e,NP08819,81-AP-MCP-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 04:07:18,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
c18243e1-10d0-4c81-8419-9d9c47d2ec40,NP08928,90-AP-RJY-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:33:49,2025-09-17 15:05:44,0,9.0,9.0,9.53,9.53,0.0,0.53,0.53
32fe5ec2-87b4-41f4-956c-ef254ab47069,NP08928,90-AP-RJY-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
15f3f7dd-791f-4ff8-b321-a0689b96b800,NP0934,101-KA-BLR-RJJ-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T15:30:00Z,2025-09-17 07:21:19,2025-09-17 15:30:23,0,8.0,7.5,8.15,8.15,0.0,0.65,0.15
0ac7b5cd-772c-4875-bedf-056b6aa3af57,NP0934,101-KA-BLR-RJJ-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T07:30:00Z,2025-09-18T15:30:00Z,,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
8da4065b-d52f-455d-b5b7-7a929740305a,NP09813,88-AP-SKH-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 00:41:36,2025-09-17 09:47:31,0,9.0,9.0,9.1,9.1,0.0,0.1,0.1
f63183b9-bb97-431c-9969-00bfb3dba295,NP09813,88-AP-SKH-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 00:42:46,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
1efb258b-3304-4e00-8b61-44c28d23434d,NP09918,85-AP-TNL-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
180bc196-a914-4383-84a4-40a94492acc2,NP09918,85-AP-TNL-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 05:35:06,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
0b011172-05c2-4c05-8e5c-aa6dbc559b34,NP09919,89-AP-TPD-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
6fe7d7b6-e1d6-4706-baae-cc181101f6c1,NP09919,89-AP-TPD-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
6afb3bc4-b837-4af8-92be-94a94bdc3411,NP10019,161-TN-CHE-KPK2-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T12:30:00Z,2025-09-17 05:04:24,2025-09-17 13:01:48,0,8.0,7.5,7.96,7.96,0.0,0.46,0.0
81cc7fb6-7ecd-4be7-890c-140ebf6c54af,NP10019,161-TN-CHE-KPK2-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:30:00Z,2025-09-18T12:30:00Z,,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
ab843f8d-2d86-4f1c-9265-236761778b77,NP10027,120-AP-VZG-PPP2-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 07:43:30,2025-09-17 15:45:03,0,9.0,9.0,8.03,8.03,0.0,0.0,0.0
a8f70996-42c2-4000-8f85-024b12638714,NP10027,120-AP-VZG-PPP2-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
fa889533-baa6-4033-8356-0ea01c46e45b,NP1003,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 03:48:48,2025-09-17 10:30:34,0,9.0,9.0,6.7,6.7,0.0,0.0,0.0
b0a3028a-db39-42a0-84ec-40a220fa5977,NP1003,Support Office,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 03:43:36,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
b7958f96-27d2-4fb7-9082-463ec072e030,NP10085,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T07:30:00Z,2025-09-17T16:30:00Z,2025-09-17 07:33:24,2025-09-17 16:34:32,0,9.0,8.5,9.02,9.02,0.0,0.52,0.02
46c4fcd2-0b4a-40e0-8b59-91a25ff02536,NP10085,102-AP-TPT-SVU-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T07:30:00Z,2025-09-18T16:30:00Z,,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
9378cd2c-f059-4093-bfcd-f18423efb78e,NP10133,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:54:58,2025-09-17 11:19:38,0,9.0,9.0,9.22,6.28,2.94,0.0,0.22
4d169d89-c5e7-4c29-a657-f95affbeb34a,NP10133,Support Office,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
dd5f9d21-6bc3-4d69-8644-5097995afb81,NP10134,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:29:14,2025-09-17 16:05:03,0,9.0,9.0,10.6,10.6,0.0,1.6,1.6
4dfe1edf-b71c-4926-af15-1518c767c2f0,NP10134,Support Zones,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 05:24:59,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
36e9d1cc-4933-4b16-a46f-7a17d8614b43,NP10144,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 08:37:15,2025-09-17 16:05:09,0,9.0,9.0,7.46,7.46,0.0,0.0,0.0
71496b41-da04-4b4d-9ed7-d3bc8adb4a4d,NP10144,Support Zones,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 05:24:52,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
9d00139d-47d8-41fe-9b25-faee2673932e,NP10154,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 05:09:59,2025-09-17 11:40:49,0,9.0,9.0,6.51,3.77,2.74,0.0,0.0
2e4758f6-2c12-4ebb-bbdd-f87c71235bd2,NP10154,Support Office,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
1af5472e-e751-4a2c-be8f-9d067a890f96,NP10165,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 04:35:25,2025-09-17 13:11:31,0,9.0,9.0,8.6,6.79,1.81,0.0,0.0
77c7705d-f113-4025-82b0-19d4deff624e,NP10165,Support Office,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 04:20:58,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
50e6bb0f-d66e-4389-b81c-556f8b705aea,NP1017,9-KA-BLR-BVN-S,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:30:00Z,2025-09-17T12:30:00Z,2025-09-17 00:50:46,2025-09-17 09:01:21,0,8.0,7.5,8.18,8.18,0.0,0.68,0.18
10449831-25d5-42ef-b95e-b95d3ccc763d,NP1017,9-KA-BLR-BVN-S,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:30:00Z,2025-09-18T12:30:00Z,2025-09-18 00:49:53,,0,8.0,7.5,0.0,0.0,0.0,0.0,0.0
51033b09-a24e-4666-a45b-bcb1ff3f67c4,NP10196,Support Zones,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
252771af-34fd-4b1b-a82c-ae7c7b7c611f,NP10196,Support Zones,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 04:06:59,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
0ea6c3bb-591c-434a-ab95-aefb08593d7e,NP10212,127-AP-VJW-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 01:12:31,2025-09-17 10:40:55,0,9.0,9.0,9.47,9.47,0.0,0.47,0.47
f88d08df-3b36-4a74-9bba-a6c289c07379,NP10212,127-AP-VJW-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 01:06:40,,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
eb34615a-3fe7-4a86-abed-004505d379c1,NP10220,137-AP-SRK-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T06:30:00Z,2025-09-17T15:30:00Z,2025-09-17 05:55:44,2025-09-17 14:57:03,0,9.0,8.5,9.02,9.02,0.0,0.52,0.02
967a5727-b465-43ea-bd48-5bce73aaa6c0,NP10220,137-AP-SRK-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T06:30:00Z,2025-09-18T15:30:00Z,,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
c94acd43-02d3-4972-bbd8-0972a4ea0870,NP10286,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 08:36:45,2025-09-17 17:37:35,0,9.0,8.5,9.01,9.01,0.0,0.51,0.01
719d5987-1b3a-4e63-a3a1-b08c60b44867,NP10286,102-AP-TPT-SVU-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T00:30:00Z,2025-09-18T09:30:00Z,,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
6490c75b-bca7-4fed-b0af-e8c96dd0922a,NP1029,Support Office,Center Manager,2025-09-17T00:00:00Z,2025-09-17T04:00:00Z,2025-09-17T13:00:00Z,2025-09-17 02:37:11,2025-09-17 11:48:17,0,9.0,9.0,9.18,9.09,0.09,0.09,0.18
739c754b-d5b7-42e6-af62-d1073fe1455d,NP1029,Support Office,Center Manager,2025-09-18T00:00:00Z,2025-09-18T04:00:00Z,2025-09-18T13:00:00Z,2025-09-18 03:21:53,2025-09-18 04:36:17,0,9.0,9.0,1.24,1.24,0.0,0.0,0.0
6cfcf43f-075c-44e8-83af-72e905e55c01,NP10298,122-AP-SMP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 06:24:30,2025-09-17 15:15:10,0,9.0,8.5,8.84,8.84,0.0,0.34,0.0
3b783024-62b7-4a6a-a96b-4cff703416e8,NP10298,122-AP-SMP-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T00:30:00Z,2025-09-18T09:30:00Z,2025-09-18 00:29:43,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
b381e45b-d731-4aca-842c-a1a107e7e49c,NP10305,102-AP-TPT-SVU-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T00:30:00Z,2025-09-17T09:30:00Z,2025-09-17 00:26:08,2025-09-17 09:33:23,0,9.0,8.5,9.12,9.12,0.0,0.62,0.12
559b4172-e8d1-40e1-a7c8-edc57fa969d7,NP10305,102-AP-TPT-SVU-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T00:30:00Z,2025-09-18T09:30:00Z,2025-09-18 00:26:59,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
b5881351-72fa-41c8-9d50-481428b18758,NP10307,122-AP-SMP-PPP-C,Center Manager,2025-09-17T00:00:00Z,2025-09-17T05:30:00Z,2025-09-17T14:30:00Z,2025-09-17 00:10:26,2025-09-17 09:21:56,0,9.0,8.5,9.19,9.19,0.0,0.69,0.19
492bda42-274c-4823-add1-a83b56486313,NP10307,122-AP-SMP-PPP-C,Center Manager,2025-09-18T00:00:00Z,2025-09-18T05:30:00Z,2025-09-18T14:30:00Z,,,0,9.0,8.5,0.0,0.0,0.0,0.0,0.0
